Instance,Location,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%)
97,AU-SA,True,91,91,1.0,91,80932.75,282.25,8.34,5.29
98,AU-SA,True,82,82,1.0,82,75815.75,281.75,10.94,1.66
99,AU-SA,True,98,98,1.0,98,44958.75,230.25,38.14,0.0
100,AU-SA,True,109,109,1.0,109,102055.75,337.75,0.74,-0.3
101,AU-SA,True,123,123,1.0,123,57731.25,335.0,30.12,4.42
102,AU-SA,True,90,90,1.0,90,44530.75,258.0,20.18,2.37
103,AU-SA,True,95,95,1.0,95,30431.25,246.0,30.93,0.51
104,AU-SA,True,119,119,1.0,119,47553.5,363.25,11.54,1.69
105,AU-SA,True,100,100,1.0,100,14222.25,231.25,10.73,3.44
106,AU-SA,True,108,108,1.0,108,19481.5,352.5,9.91,1.88
107,AU-SA,True,98,98,1.0,98,18060.75,286.75,7.05,3.61
108,AU-SA,True,104,104,1.0,104,22589.5,233.5,12.69,2.51
109,AU-SA,True,103,103,1.0,103,26645.5,303.75,2.65,0.57
110,AU-SA,True,108,108,1.0,108,23037.5,263.0,24.11,0.57
111,AU-SA,True,108,108,1.0,108,24951.25,280.25,24.3,4.92
112,AU-SA,True,98,98,1.0,98,35513.0,294.25,5.05,1.75
113,AU-SA,True,89,89,1.0,89,28643.0,298.0,19.72,1.97
114,AU-SA,True,95,95,1.0,95,33072.75,268.0,1.89,0.74
115,AU-SA,True,105,105,1.0,105,19372.25,239.25,30.23,2.25
116,AU-SA,True,98,98,1.0,98,20005.0,236.0,12.38,-2.83
117,AU-SA,True,135,135,1.0,135,23632.5,377.5,11.79,1.24
118,AU-SA,True,109,109,1.0,109,11432.75,218.75,12.06,2.34
119,AU-SA,True,116,116,1.0,116,15229.75,283.25,16.01,8.26
120,AU-SA,True,99,99,1.0,99,60873.75,263.75,10.87,3.12
121,AU-SA,True,95,95,1.0,95,67244.25,240.25,5.17,2.04
122,AU-SA,True,96,96,1.0,96,48526.5,220.25,23.87,1.89
123,AU-SA,True,116,116,1.0,116,38551.25,289.0,25.48,1.95
124,AU-SA,True,85,85,1.0,85,60589.5,301.75,6.74,0.25
125,AU-SA,True,103,103,1.0,103,39878.25,257.75,26.5,3.46
126,AU-SA,True,114,114,1.0,114,63398.25,307.25,14.46,1.68
127,AU-SA,True,115,115,1.0,115,67030.0,332.75,8.11,1.63
128,AU-SA,True,112,112,1.0,112,42149.75,275.75,30.74,3.5
129,AU-SA,True,99,99,1.0,99,34030.5,391.5,23.07,0.7
130,AU-SA,True,100,100,1.0,100,30992.25,332.75,21.41,2.13
131,AU-SA,True,103,103,1.0,103,23906.25,252.0,22.38,0.49
132,AU-SA,True,117,117,1.0,117,33912.75,365.5,18.98,3.69
133,AU-SA,True,117,117,1.0,117,31184.75,325.25,16.52,3.13
134,AU-SA,True,97,97,1.0,97,24572.5,234.75,16.88,1.05
135,AU-SA,True,120,120,1.0,120,29336.5,310.25,17.16,2.21
136,AU-SA,True,111,111,1.0,111,24727.75,273.25,21.93,3.19
137,AU-SA,True,110,110,1.0,110,29472.5,268.25,-2.22,-1.71
138,AU-SA,True,103,103,1.0,103,44849.5,367.5,11.27,2.58
139,AU-SA,True,114,114,1.0,114,39815.25,339.25,18.11,2.58
140,AU-SA,True,89,89,1.0,89,45894.0,300.25,10.55,0.41
141,AU-SA,True,105,105,1.0,105,29012.75,258.5,13.25,0.1
142,AU-SA,True,100,100,1.0,100,37820.0,322.25,14.79,0.62
143,AU-SA,True,121,121,1.0,121,33393.75,317.0,4.23,0.08
144,AU-SA,True,98,98,1.0,98,15985.0,196.5,18.96,6.32
145,AU-SA,True,105,105,1.0,105,22170.25,273.25,7.31,-1.67
146,AU-SA,True,88,88,1.0,88,25988.0,301.25,15.59,1.07
147,AU-SA,True,136,136,1.0,136,60708.75,324.75,4.05,1.07
148,AU-SA,True,96,96,1.0,96,35507.25,227.5,12.06,4.61
149,AU-SA,True,95,95,1.0,95,47802.0,292.0,5.32,2.26
150,AU-SA,True,98,98,1.0,98,39209.0,193.0,13.12,5.97
151,AU-SA,True,97,97,1.0,97,48547.25,237.5,10.57,4.33
152,AU-SA,True,99,99,1.0,99,60559.25,289.0,9.96,2.78
153,AU-SA,True,101,101,1.0,101,108826.5,424.75,13.01,1.96
154,AU-SA,True,79,79,1.0,79,73434.75,278.25,23.9,3.72
155,AU-SA,True,105,105,1.0,105,83525.25,348.0,14.74,1.9
156,AU-SA,True,106,106,1.0,106,25534.0,270.0,14.55,1.37
157,AU-SA,True,117,117,1.0,117,27758.0,334.0,9.97,0.96
158,AU-SA,True,98,98,1.0,98,25664.5,289.0,15.56,-0.35
159,AU-SA,True,108,108,1.0,108,15897.0,344.0,5.87,1.22
160,AU-SA,True,105,105,1.0,105,12624.75,294.25,12.43,0.25
161,AU-SA,True,105,105,1.0,105,13668.5,309.75,7.14,2.67
162,AU-SA,True,108,108,1.0,108,47030.25,224.25,32.16,6.56
163,AU-SA,True,107,107,1.0,107,26879.5,233.75,41.89,-0.43
164,AU-SA,True,106,106,1.0,106,49438.25,264.5,21.81,-1.44
165,AU-SA,True,100,100,1.0,100,34946.0,204.5,16.92,4.88
166,AU-SA,True,100,100,1.0,100,50960.5,268.75,14.24,2.27
167,AU-SA,True,117,117,1.0,117,66777.75,339.25,9.82,1.02
169,AU-SA,True,95,95,1.0,95,56522.75,288.75,15.64,3.59
170,AU-SA,True,104,104,1.0,104,35723.25,252.75,8.96,1.65
171,AU-SA,True,113,113,1.0,113,43839.0,348.5,28.65,0.71
172,AU-SA,True,99,99,1.0,99,36641.5,280.0,27.33,0.0
173,AU-SA,True,111,111,1.0,111,26286.25,247.0,29.7,0.5
174,AU-SA,True,100,100,1.0,100,70464.75,244.5,8.08,1.31
175,AU-SA,True,100,100,1.0,100,55299.75,232.25,15.7,3.03
176,AU-SA,True,105,105,1.0,105,60871.0,297.0,30.77,1.66
177,AU-SA,True,103,103,1.0,103,53874.5,246.5,17.48,0.9
178,AU-SA,True,106,106,1.0,106,48976.5,281.75,27.74,2.51
179,AU-SA,True,108,108,1.0,108,60682.25,289.0,11.81,1.45
180,AU-SA,True,100,100,1.0,100,44997.25,316.0,34.25,0.71
181,AU-SA,True,114,114,1.0,114,53763.5,316.0,14.19,1.86
182,AU-SA,True,93,93,1.0,93,51737.25,283.75,18.98,0.79
183,AU-SA,True,107,107,1.0,107,24853.25,226.25,30.98,3.1
184,AU-SA,True,95,95,1.0,95,55202.5,316.75,5.49,0.47
185,AU-SA,True,109,109,1.0,109,30600.25,221.75,8.98,3.38
186,AU-SA,True,86,86,1.0,86,11391.5,224.5,15.62,1.21
187,AU-SA,True,92,92,1.0,92,20132.5,349.0,7.43,0.78
189,AU-SA,True,99,99,1.0,99,55098.5,230.0,12.22,2.95
190,AU-SA,True,110,110,1.0,110,60451.75,320.75,27.48,1.91
191,AU-SA,True,106,106,1.0,106,52783.5,237.25,17.7,1.56
192,AU-SA,True,108,108,1.0,108,126368.25,368.5,0.8,0.27
193,AU-SA,True,103,103,1.0,103,72957.25,247.75,20.7,3.32
194,AU-SA,True,102,102,1.0,102,87631.5,274.5,12.12,3.09
195,AU-SA,True,112,112,1.0,112,28366.5,283.0,11.03,2.08
196,AU-SA,True,104,104,1.0,104,25708.25,244.0,21.0,2.89
197,AU-SA,True,97,97,1.0,97,40243.25,296.5,13.63,4.35
198,AU-SA,True,81,81,1.0,81,52495.0,298.5,7.12,1.49
199,AU-SA,True,110,110,1.0,110,28439.5,223.5,21.81,3.46
200,AU-SA,True,120,120,1.0,120,43958.5,327.25,15.66,3.04
201,AU-SA,True,103,103,1.0,103,27833.25,242.25,31.52,3.29
202,AU-SA,True,97,97,1.0,97,43222.25,270.25,8.91,4.93
203,AU-SA,True,93,93,1.0,93,66670.25,338.75,4.41,1.74
204,AU-SA,True,99,99,1.0,99,17367.25,217.5,26.01,3.01
205,AU-SA,True,82,82,1.0,82,61805.5,351.75,4.54,0.78
206,AU-SA,True,86,86,1.0,86,40948.5,313.0,15.22,2.72
207,AU-SA,True,111,111,1.0,111,40001.25,334.5,30.09,2.26
208,AU-SA,True,103,103,1.0,103,27552.0,272.75,21.05,-0.83
209,AU-SA,True,100,100,1.0,100,36411.0,294.0,30.53,1.34
210,AU-SA,True,134,134,1.0,134,74897.5,331.25,25.64,1.12
211,AU-SA,True,110,110,1.0,110,83289.75,312.5,8.51,2.65
212,AU-SA,True,97,97,1.0,97,54665.0,184.0,16.49,7.54
213,AU-SA,True,105,105,1.0,105,66467.25,322.5,9.08,1.3
214,AU-SA,True,98,98,1.0,98,57005.0,274.0,12.02,0.72
215,AU-SA,True,112,112,1.0,112,70474.0,341.0,12.41,4.62
216,AU-SA,True,101,101,1.0,101,66022.5,322.75,11.06,3.66
217,AU-SA,True,105,105,1.0,105,70242.0,351.5,7.65,0.07
218,AU-SA,True,85,85,1.0,85,50806.0,240.0,17.52,3.52
219,AU-SA,True,89,89,1.0,89,24247.75,390.5,2.39,0.64
220,AU-SA,True,124,124,1.0,124,13023.0,304.75,22.25,1.46
221,AU-SA,True,108,108,1.0,108,10349.5,253.5,30.43,1.84
222,AU-SA,True,94,94,1.0,94,60401.75,334.0,6.01,-0.83
223,AU-SA,True,107,107,1.0,107,39203.75,252.75,11.43,2.22
224,AU-SA,True,112,112,1.0,112,38746.5,274.75,8.17,-1.57
225,AU-SA,True,103,103,1.0,103,55040.5,314.75,7.67,3.15
226,AU-SA,True,100,100,1.0,100,49075.25,302.25,20.21,3.74
227,AU-SA,True,99,99,1.0,99,62717.75,310.25,3.84,0.88
228,AU-SA,True,102,102,1.0,102,80938.5,374.5,4.61,0.2
229,AU-SA,True,111,111,1.0,111,52577.5,297.5,19.49,3.25
230,AU-SA,True,101,101,1.0,101,60522.5,286.5,10.02,1.38
231,AU-SA,True,100,100,1.0,100,59316.5,279.5,16.33,3.87
232,AU-SA,True,111,111,1.0,111,50830.5,275.5,26.63,3.92
233,AU-SA,True,105,105,1.0,105,49186.5,234.25,14.35,1.26
234,AU-SA,True,90,90,1.0,90,16695.75,275.0,6.48,-0.27
235,AU-SA,True,111,111,1.0,111,9619.25,231.25,25.12,1.8
236,AU-SA,True,93,93,1.0,93,12163.5,240.25,16.65,1.54
237,AU-SA,True,103,103,1.0,103,23478.25,308.75,8.36,5.29
238,AU-SA,True,108,108,1.0,108,19515.0,291.5,15.12,1.27
239,AU-SA,True,87,87,1.0,87,22994.75,278.0,5.31,3.81
240,AU-SA,True,103,103,1.0,103,61135.0,283.0,11.34,0.88
241,AU-SA,True,103,103,1.0,103,62126.25,297.75,0.35,0.75
242,AU-SA,True,119,119,1.0,119,37850.75,327.0,39.66,1.21
243,AU-SA,True,110,110,1.0,110,27743.25,339.5,3.18,2.3
244,AU-SA,True,99,99,1.0,99,19446.0,264.75,12.42,2.58
245,AU-SA,True,97,97,1.0,97,20480.75,269.0,10.93,2.71
246,AU-SA,True,110,110,1.0,110,15107.75,288.0,17.34,-1.05
247,AU-SA,True,71,71,1.0,71,18293.75,281.25,7.61,1.23
248,AU-SA,True,108,108,1.0,108,12898.5,251.5,18.91,4.19
249,AU-SA,True,105,105,1.0,105,95791.5,306.75,-0.84,-0.82
250,AU-SA,True,97,97,1.0,97,97801.25,336.25,9.2,0.96
251,AU-SA,True,102,102,1.0,102,64173.0,237.75,10.62,-0.42
252,AU-SA,True,125,125,1.0,125,38088.75,267.75,49.16,1.47
253,AU-SA,True,96,96,1.0,96,109678.75,301.75,4.47,0.9
254,AU-SA,True,107,107,1.0,107,56912.0,259.0,26.82,2.08
255,AU-SA,True,87,87,1.0,87,45981.75,271.0,18.84,2.95
256,AU-SA,True,104,104,1.0,104,50380.5,271.5,13.66,1.81
257,AU-SA,True,100,100,1.0,100,55418.5,262.5,8.41,1.69
258,AU-SA,True,99,99,1.0,99,20940.0,237.0,17.23,4.63
259,AU-SA,True,108,108,1.0,108,20172.0,232.25,14.23,2.42
260,AU-SA,True,112,112,1.0,112,27271.25,300.75,15.3,0.5
261,AU-SA,True,117,117,1.0,117,31829.0,353.25,28.14,2.28
262,AU-SA,True,107,107,1.0,107,31087.25,328.25,20.96,3.38
263,AU-SA,True,114,114,1.0,114,18755.0,205.75,13.68,-0.49
265,AU-SA,True,108,108,1.0,108,46449.0,218.5,12.8,4.38
266,AU-SA,True,100,100,1.0,100,54223.0,213.75,19.5,0.12
267,AU-SA,True,99,99,1.0,99,60200.25,252.5,17.85,2.04
268,AU-SA,True,116,116,1.0,116,37318.0,261.25,37.39,1.51
269,AU-SA,True,111,111,1.0,111,55054.5,322.75,34.32,1.15
270,AU-SA,True,124,124,1.0,124,79822.5,360.5,11.36,2.17
271,AU-SA,True,110,110,1.0,110,63644.0,287.25,8.59,0.26
272,AU-SA,True,103,103,1.0,103,89595.5,345.75,13.25,2.67
273,AU-SA,True,106,106,1.0,106,19094.25,287.75,8.35,4.08
274,AU-SA,True,90,90,1.0,90,18502.5,285.75,3.79,1.97
275,AU-SA,True,114,114,1.0,114,19008.5,308.75,4.82,-0.16
276,AU-SA,True,99,99,1.0,99,64448.5,248.25,25.17,3.31
277,AU-SA,True,92,92,1.0,92,110903.25,247.75,1.35,-0.1
278,AU-SA,True,106,106,1.0,106,93184.25,314.75,19.76,2.1
279,AU-SA,True,114,114,1.0,114,56531.0,288.75,11.57,2.7
280,AU-SA,True,118,118,1.0,118,49900.75,306.0,45.29,2.24
281,AU-SA,True,76,76,1.0,76,77705.5,204.5,6.2,1.21
282,AU-SA,True,103,103,1.0,103,46961.5,292.0,13.0,-0.26
283,AU-SA,True,112,112,1.0,112,26274.75,241.0,27.32,-0.21
284,AU-SA,True,117,117,1.0,117,44990.5,339.5,17.38,0.0
285,AU-SA,True,106,106,1.0,106,75239.0,247.0,15.09,3.89
286,AU-SA,True,107,107,1.0,107,102956.5,351.75,1.21,-1.74
287,AU-SA,True,107,107,1.0,107,36863.0,228.0,47.12,-0.44
288,AU-SA,True,106,106,1.0,106,61396.25,296.0,22.88,1.5
289,AU-SA,True,92,92,1.0,92,89297.25,296.25,8.35,1.41
290,AU-SA,True,106,106,1.0,106,82750.5,291.5,3.5,1.6
291,AU-SA,True,112,112,1.0,112,32945.25,197.5,43.53,2.95
292,AU-SA,True,78,78,1.0,78,73909.25,249.25,8.32,-0.3
293,AU-SA,True,115,115,1.0,115,68346.75,262.75,25.24,0.28
294,AU-SA,True,99,99,1.0,99,46630.75,251.25,12.44,-0.8
295,AU-SA,True,104,104,1.0,104,40320.75,264.0,26.14,-0.76
296,AU-SA,True,92,92,1.0,92,70857.5,311.5,2.66,1.03
297,AU-SA,True,102,102,1.0,102,65759.75,266.25,13.08,4.14
298,AU-SA,True,110,110,1.0,110,61050.5,260.75,20.19,-0.87
299,AU-SA,True,102,102,1.0,102,74905.5,284.25,24.75,3.32
300,AU-SA,True,105,105,1.0,105,93761.5,270.75,6.45,1.37
301,AU-SA,True,98,98,1.0,98,78058.75,257.75,22.34,3.01
302,AU-SA,True,113,113,1.0,113,70075.75,263.75,19.53,2.76
303,AU-SA,True,120,120,1.0,120,122887.5,373.75,8.46,0.99
304,AU-SA,True,96,96,1.0,96,104443.0,280.5,13.23,4.27
305,AU-SA,True,90,90,1.0,90,102658.25,273.25,5.41,0.82
306,AU-SA,True,113,113,1.0,113,84554.5,342.75,21.21,2.42
307,AU-SA,True,105,105,1.0,105,78149.25,299.25,14.53,-1.1
308,AU-SA,True,102,102,1.0,102,48950.75,184.25,14.29,3.03
309,AU-SA,True,123,123,1.0,123,67560.75,339.75,21.31,3.69
310,AU-SA,True,104,104,1.0,104,102946.0,330.0,4.96,1.79
311,AU-SA,True,111,111,1.0,111,71312.25,302.5,20.42,-0.17
312,AU-SA,True,114,114,1.0,114,42286.5,282.75,43.44,0.26
313,AU-SA,True,96,96,1.0,96,94716.25,265.75,12.79,2.21
314,AU-SA,True,112,112,1.0,112,148203.0,427.5,0.2,0.23
315,AU-SA,True,106,106,1.0,106,75448.5,288.25,7.67,4.08
316,AU-SA,True,103,103,1.0,103,46260.75,217.0,17.83,3.12
317,AU-SA,True,113,113,1.0,113,58656.75,339.0,27.13,4.17
318,AU-SA,True,99,99,1.0,99,48714.75,239.75,8.88,-1.48
319,AU-SA,True,96,96,1.0,96,47057.0,251.75,15.57,1.85
320,AU-SA,True,107,107,1.0,107,52895.0,290.25,5.1,1.28
321,AU-SA,True,96,96,1.0,96,61541.25,267.25,10.86,3.43
322,AU-SA,True,88,88,1.0,88,60240.0,255.25,9.37,2.3
323,AU-SA,True,140,140,1.0,140,44693.75,306.75,23.73,-1.91
324,AU-SA,True,105,105,1.0,105,30728.0,257.25,20.83,5.42
325,AU-SA,True,91,91,1.0,91,43292.0,246.25,5.19,1.3
326,AU-SA,True,104,104,1.0,104,43647.0,292.25,7.63,3.15
327,AU-SA,True,113,113,1.0,113,29742.0,314.25,11.6,2.33
328,AU-SA,True,101,101,1.0,101,35781.0,298.25,9.34,0.08
329,AU-SA,True,111,111,1.0,111,21731.0,259.75,22.52,2.53
330,AU-SA,True,94,94,1.0,94,69951.0,274.0,12.42,4.28
331,AU-SA,True,123,123,1.0,123,66234.0,355.75,13.26,0.91
332,AU-SA,True,109,109,1.0,109,48587.25,253.5,21.88,6.8
333,AU-SA,True,116,116,1.0,116,45694.5,338.0,26.56,2.59
334,AU-SA,True,80,80,1.0,80,53395.25,279.25,9.76,1.06
335,AU-SA,True,90,90,1.0,90,62802.75,298.25,7.91,1.49
336,AU-SA,True,91,91,1.0,91,28011.75,272.0,45.25,-1.59
337,AU-SA,True,101,101,1.0,101,41601.5,307.5,36.46,1.44
338,AU-SA,True,109,109,1.0,109,31758.0,328.0,49.04,-0.15
339,AU-SA,True,84,84,1.0,84,16191.5,314.5,1.55,1.72
340,AU-SA,True,102,102,1.0,102,19344.75,272.5,14.14,2.42
341,AU-SA,True,99,99,1.0,99,19444.0,296.5,11.72,0.08
342,AU-SA,True,122,122,1.0,122,58617.75,341.75,22.46,1.65
343,AU-SA,True,116,116,1.0,116,47642.5,271.0,17.89,4.07
344,AU-SA,True,93,93,1.0,93,63209.0,231.0,8.94,5.23
345,AU-SA,True,112,112,1.0,112,68392.5,235.0,2.13,0.32
346,AU-SA,True,105,105,1.0,105,75536.75,249.75,11.93,2.15
347,AU-SA,True,104,104,1.0,104,76997.0,236.5,8.76,2.17
348,AU-SA,True,101,101,1.0,101,38451.75,195.5,3.76,1.26
349,AU-SA,True,95,95,1.0,95,40322.75,188.25,10.85,1.18
350,AU-SA,True,101,101,1.0,101,48302.75,242.0,16.47,2.91
351,AU-SA,True,110,110,1.0,110,85425.75,303.25,10.88,2.26
352,AU-SA,True,106,106,1.0,106,83872.0,260.75,12.34,5.44
353,AU-SA,True,118,118,1.0,118,40791.0,267.75,38.51,-1.04
354,AU-SA,True,90,90,1.0,90,107244.75,304.75,3.72,1.3
355,AU-SA,True,114,114,1.0,114,71631.0,276.75,16.6,1.6
356,AU-SA,True,104,104,1.0,104,50128.75,222.5,26.96,3.47
357,AU-SA,True,94,94,1.0,94,42261.75,301.75,7.03,0.25
358,AU-SA,True,111,111,1.0,111,34053.0,329.25,16.45,2.08
359,AU-SA,True,111,111,1.0,111,25520.0,266.5,26.1,2.65
360,AU-SA,True,97,97,1.0,97,42342.25,345.75,10.02,1.78
362,AU-SA,True,105,105,1.0,105,28712.25,264.5,9.77,2.4
363,AU-SA,True,94,94,1.0,94,45629.75,308.75,9.54,2.22
364,AU-SA,True,110,110,1.0,110,48166.0,355.0,3.22,1.11
365,AU-SA,True,113,113,1.0,113,37189.25,300.75,7.47,1.23
366,AU-SA,True,90,90,1.0,90,52448.25,291.0,11.63,0.94
367,AU-SA,True,102,102,1.0,102,72072.25,322.5,2.35,2.35
368,AU-SA,True,95,95,1.0,95,58655.75,288.5,9.59,-0.26
369,AU-SA,True,105,105,1.0,105,72620.25,308.75,17.6,0.08
370,AU-SA,True,107,107,1.0,107,82171.25,300.25,2.97,3.15
371,AU-SA,True,118,118,1.0,118,55263.0,314.25,25.63,3.16
372,AU-SA,True,77,77,1.0,77,74323.75,298.25,5.83,1.32
373,AU-SA,True,131,131,1.0,131,56521.5,331.0,5.28,-0.08
374,AU-SA,True,92,92,1.0,92,79968.75,295.0,7.73,-0.17
375,AU-SA,True,103,103,1.0,103,34346.25,251.5,20.9,-0.2
376,AU-SA,True,100,100,1.0,100,34485.25,256.0,19.66,3.12
377,AU-SA,True,101,101,1.0,101,46424.25,293.75,13.55,2.65
378,AU-SA,True,105,105,1.0,105,41898.25,265.75,18.86,0.47
379,AU-SA,True,111,111,1.0,111,57318.75,348.75,10.45,1.97
380,AU-SA,True,119,119,1.0,119,45438.0,295.25,8.64,1.01
381,AU-SA,True,85,85,1.0,85,32904.0,193.0,14.81,6.76
382,AU-SA,True,101,101,1.0,101,42169.75,290.75,17.3,1.69
383,AU-SA,True,121,121,1.0,121,34791.75,293.75,20.98,-0.51
384,AU-SA,True,124,124,1.0,124,40774.0,284.0,15.87,2.07
385,AU-SA,True,104,104,1.0,104,40844.75,227.5,10.83,1.41
386,AU-SA,True,101,101,1.0,101,35414.25,211.75,13.55,-1.07
387,AU-SA,True,102,102,1.0,102,78916.0,306.5,11.92,2.54
388,AU-SA,True,109,109,1.0,109,48781.25,270.5,24.28,0.82
389,AU-SA,True,97,97,1.0,97,71768.25,281.5,6.27,1.75
390,AU-SA,True,112,112,1.0,112,66978.75,251.75,20.18,0.69
391,AU-SA,True,105,105,1.0,105,69218.25,245.5,14.84,2.39
392,AU-SA,True,111,111,1.0,111,105379.0,358.5,22.03,1.98
393,AU-SA,True,114,114,1.0,114,94509.75,263.75,5.09,4.18
394,AU-SA,True,114,114,1.0,114,105667.5,322.5,9.8,-1.18
395,AU-SA,True,91,91,1.0,91,129827.0,297.75,11.98,1.08
396,AU-SA,True,92,92,1.0,92,125494.0,309.5,11.89,-0.08
397,AU-SA,True,94,94,1.0,94,152979.0,370.5,3.53,1.2
398,AU-SA,True,102,102,1.0,102,103105.25,295.25,8.59,0.67
399,AU-SA,True,102,102,1.0,102,92829.75,262.75,1.08,-0.57
400,AU-SA,True,77,77,1.0,77,87230.25,237.75,8.3,2.86
401,AU-SA,True,122,122,1.0,122,113079.75,380.0,8.62,3.98
402,AU-SA,True,103,103,1.0,103,116472.5,308.5,7.93,2.06
403,AU-SA,True,110,110,1.0,110,88467.5,285.25,14.16,2.81
404,AU-SA,True,99,99,1.0,99,107505.5,277.5,6.26,1.33
405,AU-SA,True,117,117,1.0,117,101704.0,382.5,10.72,2.92
406,AU-SA,True,110,110,1.0,110,66450.25,258.25,13.76,2.09
407,AU-SA,True,78,78,1.0,78,88452.75,277.5,8.14,1.33
408,AU-SA,True,106,106,1.0,106,48482.25,207.0,13.94,0.96
409,AU-SA,True,112,112,1.0,112,70423.0,311.5,22.25,-2.47
410,AU-SA,True,110,110,1.0,110,61470.75,243.75,10.72,2.4
411,AU-SA,True,111,111,1.0,111,25347.5,364.25,14.81,0.55
412,AU-SA,True,78,78,1.0,78,23364.25,232.75,17.76,2.92
413,AU-SA,True,106,106,1.0,106,13254.5,239.75,52.15,7.97
414,AU-SA,True,100,100,1.0,100,53476.25,229.75,11.53,3.16
415,AU-SA,True,105,105,1.0,105,58719.5,284.75,5.77,1.04
416,AU-SA,True,110,110,1.0,110,63834.0,267.75,15.92,7.11
417,AU-SA,True,111,111,1.0,111,115819.0,432.75,7.57,1.48
418,AU-SA,True,107,107,1.0,107,76188.75,282.5,13.88,2.59
419,AU-SA,True,101,101,1.0,101,70760.75,261.75,17.3,2.51
420,AU-SA,True,103,103,1.0,103,56330.75,232.75,7.23,3.32
421,AU-SA,True,86,86,1.0,86,52107.5,226.0,10.75,4.14
422,AU-SA,True,84,84,1.0,84,73705.75,302.25,2.53,0.33
423,AU-SA,True,126,126,1.0,126,72600.75,299.0,16.24,2.69
424,AU-SA,True,100,100,1.0,100,93868.25,304.25,9.48,4.55
425,AU-SA,True,101,101,1.0,101,76295.0,248.25,9.17,2.74
426,AU-SA,True,75,75,1.0,75,78651.75,274.25,10.65,4.36
427,AU-SA,True,113,113,1.0,113,110199.0,368.5,4.22,1.93
428,AU-SA,True,93,93,1.0,93,94074.5,318.25,13.29,4.14
429,AU-SA,True,101,101,1.0,101,70226.75,229.75,4.56,2.75
430,AU-SA,True,68,68,1.0,68,83224.75,253.0,1.23,1.36
432,AU-SA,True,99,99,1.0,99,81994.75,244.0,10.96,4.31
433,AU-SA,True,105,105,1.0,105,87744.5,273.5,7.01,2.67
434,AU-SA,True,96,96,1.0,96,136697.25,359.75,1.91,1.71
435,AU-SA,True,84,84,1.0,84,116839.0,318.75,6.96,3.19
436,AU-SA,True,104,104,1.0,104,136143.0,369.0,3.93,1.14
437,AU-SA,True,118,118,1.0,118,71297.25,273.75,17.99,2.84
438,AU-SA,True,101,101,1.0,101,92404.5,254.75,11.99,-0.1
439,AU-SA,True,98,98,1.0,98,117344.75,310.25,16.81,4.32
440,AU-SA,True,102,102,1.0,102,133169.0,369.0,15.84,2.19
441,AU-SA,True,94,94,1.0,94,97748.75,278.5,12.61,2.71
442,AU-SA,True,111,111,1.0,111,93164.25,320.25,14.61,1.91
443,AU-SA,True,106,106,1.0,106,108668.75,302.0,6.74,1.79
444,AU-SA,True,123,123,1.0,123,11018.0,286.25,57.46,2.64
445,AU-SA,True,110,110,1.0,110,10774.5,280.0,64.68,3.11
446,AU-SA,True,104,104,1.0,104,13607.25,280.25,51.8,0.71
447,AU-SA,True,111,111,1.0,111,12711.5,359.75,11.84,-1.98
448,AU-SA,True,107,107,1.0,107,9719.25,248.25,6.4,0.5
449,AU-SA,True,113,113,1.0,113,10426.5,279.0,11.42,-0.45
450,AU-SA,True,106,106,1.0,106,10143.0,263.0,5.96,0.94
451,AU-SA,True,96,96,1.0,96,7683.0,217.75,9.04,0.91
452,AU-SA,True,63,63,1.0,63,8833.25,259.25,4.06,1.89
453,AU-SA,True,105,105,1.0,105,77836.0,243.25,13.53,1.12
454,AU-SA,True,95,95,1.0,95,86912.75,259.25,13.48,1.61
455,AU-SA,True,120,120,1.0,120,101586.25,315.0,6.71,0.08
456,AU-SA,True,88,88,1.0,88,81547.5,238.0,9.41,4.42
457,AU-SA,True,95,95,1.0,95,92231.75,271.75,6.25,2.69
458,AU-SA,True,89,89,1.0,89,79719.5,247.25,9.41,2.47
459,AU-SA,True,101,101,1.0,101,103919.0,275.75,2.4,1.16
460,AU-SA,True,83,83,1.0,83,111143.75,297.25,10.76,0.75
461,AU-SA,True,105,105,1.0,105,77541.5,274.0,14.44,1.44
462,AU-SA,True,100,100,1.0,100,84548.75,284.0,6.76,3.97
463,AU-SA,True,105,105,1.0,105,63865.75,223.25,13.18,2.93
464,AU-SA,True,97,97,1.0,97,60413.75,195.5,4.64,2.98
465,AU-SA,True,105,105,1.0,105,94748.75,242.0,13.9,3.2
466,AU-SA,True,98,98,1.0,98,103131.25,238.5,9.0,0.93
467,AU-SA,True,109,109,1.0,109,159745.75,366.5,2.89,1.54
468,AU-SA,True,105,105,1.0,105,115997.75,314.0,6.59,4.27
469,AU-SA,True,90,90,1.0,90,98379.0,279.0,13.22,3.38
470,AU-SA,True,96,96,1.0,96,99956.0,262.25,8.23,2.69
471,AU-SA,True,115,115,1.0,115,106980.5,304.5,6.43,0.9
472,AU-SA,True,108,108,1.0,108,108572.25,303.75,10.52,-1.33
473,AU-SA,True,106,106,1.0,106,127224.0,331.0,6.69,1.93
474,AU-SA,True,103,103,1.0,103,89572.25,214.75,18.4,8.52
475,AU-SA,True,106,106,1.0,106,89867.75,223.25,14.53,3.15
