Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%),Group
683,True,108,108,1.0,108,15714.25,305.25,19.09,4.01,Energy-Aware
683,True,162,108,1.5,162,15827.5,292.0,18.51,8.18,Energy-Aware
683,True,216,108,2.0,216,12208.5,283.5,37.14,10.85,Energy-Aware
684,True,114,114,1.0,114,13192.0,282.25,10.42,3.5,Energy-Aware
684,True,171,114,1.5,171,26216.5,268.75,-78.01,8.12,Energy-Aware
684,True,228,114,2.0,226,23814.75,261.5,-61.71,10.6,Energy-Aware
685,True,90,90,1.0,90,12401.0,244.0,15.58,4.13,Energy-Aware
685,True,135,90,1.5,134,10787.0,232.0,26.57,8.84,Energy-Aware
685,True,180,90,2.0,174,18785.0,227.75,-27.88,10.51,Energy-Aware
686,True,108,108,1.0,108,12256.25,239.0,9.69,6.91,Energy-Aware
686,True,162,108,1.5,162,21672.5,228.25,-59.69,11.1,Energy-Aware
686,True,216,108,2.0,216,16809.75,225.75,-23.86,12.07,Energy-Aware
687,True,100,100,1.0,100,61780.25,251.5,24.87,5.45,Energy-Aware
687,True,150,100,1.5,150,44807.75,239.25,45.51,10.06,Energy-Aware
687,True,200,100,2.0,200,34850.0,232.25,57.62,12.69,Energy-Aware
688,True,108,108,1.0,108,106421.5,329.5,8.28,-0.46,Energy-Aware
688,True,162,108,1.5,162,61211.75,322.5,47.24,1.68,Energy-Aware
688,True,216,108,2.0,216,39054.0,303.0,66.34,7.62,Energy-Aware
689,True,118,118,1.0,118,76436.25,268.75,9.72,3.67,Energy-Aware
689,True,177,118,1.5,177,48041.5,254.5,43.26,8.78,Energy-Aware
689,True,236,118,2.0,236,29998.75,246.5,64.57,11.65,Energy-Aware
690,True,105,105,1.0,105,38945.75,311.75,14.1,2.58,Energy-Aware
690,True,158,105,1.5,158,24617.25,300.25,45.7,6.17,Energy-Aware
690,True,210,105,2.0,210,20868.75,286.25,53.97,10.55,Energy-Aware
691,True,96,96,1.0,96,51022.25,310.5,3.77,1.74,Energy-Aware
691,True,144,96,1.5,144,25617.75,295.25,51.68,6.57,Energy-Aware
691,True,192,96,2.0,192,20607.25,283.75,61.13,10.21,Energy-Aware
692,True,105,105,1.0,105,27841.75,242.5,29.2,2.12,Energy-Aware
692,True,158,105,1.5,158,18666.25,225.75,52.54,8.88,Energy-Aware
692,True,210,105,2.0,210,12141.75,220.75,69.13,10.9,Energy-Aware
693,True,123,123,1.0,123,14383.0,337.5,9.49,2.81,Energy-Aware
693,True,185,123,1.5,180,17753.0,322.75,-11.72,7.06,Energy-Aware
693,True,246,123,2.0,244,23905.75,312.0,-50.44,10.15,Energy-Aware
694,True,89,89,1.0,89,13094.5,258.25,22.54,6.01,Energy-Aware
694,True,134,89,1.5,133,11676.25,249.5,30.93,9.19,Energy-Aware
694,True,178,89,2.0,177,12060.0,243.25,28.66,11.46,Energy-Aware
695,True,111,111,1.0,111,13374.0,304.0,12.38,4.1,Energy-Aware
695,True,167,111,1.5,167,15388.0,292.25,-0.81,7.81,Energy-Aware
695,True,222,111,2.0,221,14871.25,280.75,2.57,11.44,Energy-Aware
696,True,103,103,1.0,103,40019.5,395.5,3.56,0.5,Energy-Aware
696,True,155,103,1.5,154,32275.0,381.5,22.22,4.03,Energy-Aware
696,True,206,103,2.0,206,34530.25,369.5,16.79,7.04,Energy-Aware
697,True,115,115,1.0,115,25465.75,292.5,5.91,2.74,Energy-Aware
697,True,173,115,1.5,173,37347.25,281.5,-37.99,6.4,Energy-Aware
697,True,230,115,2.0,227,25139.5,278.25,7.12,7.48,Energy-Aware
698,True,115,115,1.0,115,25053.0,280.25,1.8,2.61,Energy-Aware
698,True,173,115,1.5,173,37313.5,262.0,-46.26,8.95,Energy-Aware
698,True,230,115,2.0,229,26713.0,257.75,-4.71,10.43,Energy-Aware
699,True,110,110,1.0,110,86486.5,323.0,5.97,2.12,Energy-Aware
699,True,165,110,1.5,165,59314.25,309.75,35.51,6.14,Energy-Aware
699,True,220,110,2.0,220,35576.75,303.25,61.32,8.11,Energy-Aware
700,True,106,106,1.0,106,68109.25,258.5,7.88,5.66,Energy-Aware
700,True,159,106,1.5,159,49316.0,249.25,33.3,9.03,Energy-Aware
700,True,212,106,2.0,212,22443.25,242.75,69.65,11.41,Energy-Aware
701,True,89,89,1.0,89,71636.75,224.5,9.07,2.71,Energy-Aware
701,True,134,89,1.5,133,40632.25,211.0,48.42,8.56,Energy-Aware
701,True,178,89,2.0,178,22360.25,206.75,71.62,10.4,Energy-Aware
702,True,110,110,1.0,110,19268.75,289.0,31.22,2.94,Energy-Aware
702,True,165,110,1.5,165,19606.5,271.5,30.01,8.82,Energy-Aware
702,True,220,110,2.0,220,20968.25,263.25,25.15,11.59,Energy-Aware
703,True,103,103,1.0,103,20825.75,288.5,38.89,2.86,Energy-Aware
703,True,155,103,1.5,155,15145.25,276.5,55.56,6.9,Energy-Aware
703,True,206,103,2.0,206,18029.5,269.75,47.09,9.18,Energy-Aware
704,True,118,118,1.0,118,13288.5,252.75,42.55,8.42,Energy-Aware
704,True,177,118,1.5,177,16945.25,244.25,26.74,11.5,Energy-Aware
704,True,236,118,2.0,236,18301.0,239.0,20.88,13.41,Energy-Aware
705,True,102,102,1.0,102,43265.25,276.75,0.1,2.04,Energy-Aware
705,True,153,102,1.5,153,29278.25,266.0,32.39,5.84,Energy-Aware
705,True,204,102,2.0,204,21477.75,255.75,50.41,9.47,Energy-Aware
706,True,109,109,1.0,109,29630.75,241.0,11.54,4.08,Energy-Aware
706,True,164,109,1.5,164,23707.25,226.0,29.23,10.05,Energy-Aware
706,True,218,109,2.0,218,15271.75,221.0,54.41,12.04,Energy-Aware
707,True,102,102,1.0,102,47263.0,343.5,-1.55,0.79,Energy-Aware
707,True,153,102,1.5,153,32574.0,328.5,30.01,5.13,Energy-Aware
707,True,204,102,2.0,204,26248.5,320.75,43.6,7.36,Energy-Aware
708,True,90,90,1.0,90,12935.75,232.25,19.72,3.23,Energy-Aware
708,True,135,90,1.5,135,11262.25,219.5,30.1,8.54,Energy-Aware
708,True,180,90,2.0,180,10002.5,215.25,37.92,10.31,Energy-Aware
709,True,93,93,1.0,93,17271.5,263.75,38.16,2.22,Energy-Aware
709,True,140,93,1.5,140,12299.25,250.75,55.97,7.04,Energy-Aware
709,True,186,93,2.0,186,11255.75,244.0,59.7,9.55,Energy-Aware
710,True,106,106,1.0,106,11752.75,202.75,42.23,6.35,Energy-Aware
710,True,159,106,1.5,159,9867.75,195.0,51.49,9.93,Energy-Aware
710,True,212,106,2.0,212,9368.5,190.0,53.95,12.24,Energy-Aware
711,True,94,94,1.0,94,11370.25,198.0,24.05,4.0,Energy-Aware
711,True,141,94,1.5,139,9676.75,189.5,35.36,8.12,Energy-Aware
711,True,188,94,2.0,188,9990.0,184.5,33.27,10.55,Energy-Aware
712,True,99,99,1.0,99,10800.75,220.5,26.05,2.97,Energy-Aware
712,True,149,99,1.5,149,11196.75,206.0,23.34,9.35,Energy-Aware
712,True,198,99,2.0,198,10475.75,201.75,28.28,11.22,Energy-Aware
713,True,117,117,1.0,117,22401.75,263.75,3.16,3.03,Energy-Aware
713,True,176,117,1.5,176,26479.0,249.0,-14.47,8.46,Energy-Aware
713,True,234,117,2.0,234,13861.25,241.75,40.08,11.12,Energy-Aware
714,True,95,95,1.0,95,24170.75,240.0,29.41,3.61,Energy-Aware
714,True,143,95,1.5,143,14696.75,229.25,57.08,7.93,Energy-Aware
714,True,190,95,2.0,190,11375.5,225.0,66.78,9.64,Energy-Aware
715,True,114,114,1.0,114,29300.0,388.0,30.43,1.46,Energy-Aware
715,True,171,114,1.5,171,17794.75,375.0,57.75,4.76,Energy-Aware
715,True,228,114,2.0,228,18756.0,359.5,55.46,8.7,Energy-Aware
716,True,107,107,1.0,107,36286.75,358.5,18.0,2.78,Energy-Aware
716,True,161,107,1.5,161,19861.25,344.0,55.12,6.71,Energy-Aware
716,True,214,107,2.0,214,16992.5,332.0,61.6,9.97,Energy-Aware
717,True,106,106,1.0,106,9881.5,231.25,8.11,5.13,Energy-Aware
717,True,159,106,1.5,159,12161.0,214.25,-13.09,12.1,Energy-Aware
717,True,212,106,2.0,212,16243.25,209.5,-51.05,14.05,Energy-Aware
718,True,103,103,1.0,103,11707.75,280.25,7.33,3.36,Energy-Aware
718,True,155,103,1.5,153,15000.0,266.25,-18.73,8.19,Energy-Aware
718,True,206,103,2.0,206,15432.5,261.0,-22.15,10.0,Energy-Aware
719,True,112,112,1.0,112,9243.0,216.75,10.36,6.77,Energy-Aware
719,True,168,112,1.5,164,13984.0,207.5,-35.62,10.75,Energy-Aware
719,True,224,112,2.0,224,11903.25,202.5,-15.44,12.9,Energy-Aware
720,True,88,88,1.0,88,50565.0,195.25,13.02,3.94,Energy-Aware
720,True,132,88,1.5,132,14628.25,180.75,74.84,11.07,Energy-Aware
720,True,176,88,2.0,176,11687.25,176.75,79.89,13.04,Energy-Aware
721,True,112,112,1.0,112,54091.0,323.75,12.5,2.48,Energy-Aware
721,True,168,112,1.5,168,20587.0,315.0,66.7,5.12,Energy-Aware
721,True,224,112,2.0,224,16149.75,301.25,73.87,9.26,Energy-Aware
722,True,114,114,1.0,114,54387.75,304.75,12.48,1.38,Energy-Aware
722,True,171,114,1.5,171,25839.75,287.5,58.42,6.96,Energy-Aware
722,True,228,114,2.0,228,14825.75,283.75,76.14,8.17,Energy-Aware
723,True,100,100,1.0,100,9741.25,261.5,6.77,5.34,Energy-Aware
723,True,150,100,1.5,150,9543.0,247.5,8.66,10.41,Energy-Aware
723,True,200,100,2.0,200,9013.5,241.75,13.73,12.49,Energy-Aware
724,True,112,112,1.0,112,12617.0,316.75,3.54,1.71,Energy-Aware
724,True,168,112,1.5,168,11172.75,302.5,14.58,6.13,Energy-Aware
724,True,224,112,2.0,224,11415.75,295.5,12.72,8.3,Energy-Aware
725,True,106,106,1.0,106,11623.75,301.5,3.1,1.07,Energy-Aware
725,True,159,106,1.5,159,11052.75,285.5,7.86,6.32,Energy-Aware
725,True,212,106,2.0,212,10762.0,280.0,10.28,8.12,Energy-Aware
726,True,103,103,1.0,103,7529.25,215.0,4.55,2.16,Energy-Aware
726,True,155,103,1.5,155,7625.25,198.5,3.33,9.67,Energy-Aware
726,True,206,103,2.0,206,7735.75,194.25,1.93,11.6,Energy-Aware
727,True,114,114,1.0,114,12415.25,325.5,0.36,3.27,Energy-Aware
727,True,171,114,1.5,171,12154.75,313.0,2.45,6.98,Energy-Aware
727,True,228,114,2.0,228,12273.25,307.25,1.5,8.69,Energy-Aware
728,True,98,98,1.0,98,6489.75,184.75,5.69,5.26,Energy-Aware
728,True,147,98,1.5,147,6503.0,169.5,5.49,13.08,Energy-Aware
728,True,196,98,2.0,196,6508.75,165.25,5.41,15.26,Energy-Aware
729,True,113,113,1.0,113,12289.75,279.5,4.62,7.14,Energy-Aware
729,True,170,113,1.5,170,10767.25,269.5,16.44,10.47,Energy-Aware
729,True,226,113,2.0,225,10757.0,264.5,16.52,12.13,Energy-Aware
730,True,95,95,1.0,95,10328.75,251.25,8.67,6.07,Energy-Aware
730,True,143,95,1.5,143,9973.5,243.5,11.81,8.97,Energy-Aware
730,True,190,95,2.0,190,9265.0,234.75,18.07,12.24,Energy-Aware
731,True,106,106,1.0,106,11416.5,268.5,8.25,4.79,Energy-Aware
731,True,159,106,1.5,159,10343.25,257.5,16.88,8.69,Energy-Aware
731,True,212,106,2.0,212,10093.0,252.5,18.89,10.46,Energy-Aware
732,True,112,112,1.0,112,13344.75,341.75,1.99,2.43,Energy-Aware
732,True,168,112,1.5,165,16736.0,328.0,-22.92,6.35,Energy-Aware
732,True,224,112,2.0,224,22160.5,316.5,-62.76,9.64,Energy-Aware
733,True,111,111,1.0,111,11492.0,290.25,-2.01,0.26,Energy-Aware
733,True,167,111,1.5,159,13245.25,283.5,-17.57,2.58,Energy-Aware
733,True,222,111,2.0,222,14970.0,268.5,-32.88,7.73,Energy-Aware
734,True,104,104,1.0,104,8602.75,226.75,5.88,1.63,Energy-Aware
734,True,156,104,1.5,154,10313.5,209.75,-12.83,9.0,Energy-Aware
734,True,208,104,2.0,208,13880.25,204.25,-51.85,11.39,Energy-Aware
735,True,103,103,1.0,103,66784.25,262.5,3.13,4.37,Energy-Aware
735,True,155,103,1.5,155,29553.25,247.0,57.13,10.02,Energy-Aware
735,True,206,103,2.0,206,16015.0,237.75,76.77,13.39,Energy-Aware
736,True,88,88,1.0,88,73098.0,242.0,14.67,1.73,Energy-Aware
736,True,132,88,1.5,132,27161.75,230.75,68.29,6.29,Energy-Aware
736,True,176,88,2.0,176,15963.75,221.5,81.37,10.05,Energy-Aware
737,True,131,131,1.0,131,54247.5,361.75,18.25,3.92,Energy-Aware
737,True,197,131,1.5,197,20675.25,354.5,68.84,5.84,Energy-Aware
737,True,262,131,2.0,262,16360.25,339.75,75.35,9.76,Energy-Aware
738,True,106,106,1.0,106,12518.5,279.0,6.49,6.84,Energy-Aware
738,True,159,106,1.5,159,7149.0,271.75,46.6,9.27,Energy-Aware
738,True,212,106,2.0,212,8791.75,262.25,34.33,12.44,Energy-Aware
739,True,111,111,1.0,111,6589.75,222.25,24.43,4.82,Energy-Aware
739,True,167,111,1.5,167,6942.5,212.5,20.39,8.99,Energy-Aware
739,True,222,111,2.0,222,7278.0,207.75,16.54,11.03,Energy-Aware
740,True,109,109,1.0,109,10273.75,271.25,34.93,4.15,Energy-Aware
740,True,164,109,1.5,164,9981.25,255.75,36.78,9.63,Energy-Aware
740,True,218,109,2.0,218,8543.75,250.75,45.88,11.4,Energy-Aware
741,True,103,103,1.0,103,8866.5,254.25,5.13,6.35,Energy-Aware
741,True,155,103,1.5,155,8515.5,240.0,8.88,11.6,Energy-Aware
741,True,206,103,2.0,205,8822.0,235.75,5.6,13.17,Energy-Aware
742,True,103,103,1.0,103,7763.5,210.25,2.33,4.1,Energy-Aware
742,True,155,103,1.5,155,7022.0,197.0,11.66,10.15,Energy-Aware
742,True,206,103,2.0,206,7619.75,191.25,4.14,12.77,Energy-Aware
743,True,118,118,1.0,118,13037.25,357.25,-0.84,2.72,Energy-Aware
743,True,177,118,1.5,177,12446.25,345.0,3.73,6.06,Energy-Aware
743,True,236,118,2.0,235,15073.25,335.75,-16.59,8.58,Energy-Aware
744,True,104,104,1.0,104,19635.75,355.25,12.35,1.93,Energy-Aware
744,True,156,104,1.5,156,25208.5,344.0,-12.52,5.04,Energy-Aware
744,True,208,104,2.0,208,26538.75,333.5,-18.46,7.94,Energy-Aware
745,True,86,86,1.0,86,9553.25,262.25,7.43,3.41,Energy-Aware
745,True,129,86,1.5,129,16248.25,249.25,-57.44,8.2,Energy-Aware
745,True,172,86,2.0,172,16650.75,243.75,-61.34,10.22,Energy-Aware
746,True,97,97,1.0,97,14748.0,281.25,4.04,1.57,Energy-Aware
746,True,146,97,1.5,145,20222.5,270.25,-31.59,5.42,Energy-Aware
746,True,194,97,2.0,194,24757.0,261.25,-61.09,8.57,Energy-Aware
747,True,106,106,1.0,106,72676.5,301.25,7.23,3.75,Energy-Aware
747,True,159,106,1.5,159,52867.75,288.0,32.52,7.99,Energy-Aware
747,True,212,106,2.0,212,40095.5,280.75,48.82,10.3,Energy-Aware
748,True,87,87,1.0,87,54308.5,235.0,6.15,7.11,Energy-Aware
748,True,131,87,1.5,131,27625.25,227.25,52.26,10.18,Energy-Aware
748,True,174,87,2.0,174,32742.0,219.0,43.42,13.44,Energy-Aware
749,True,95,95,1.0,95,66770.75,250.25,13.15,2.25,Energy-Aware
749,True,143,95,1.5,143,38351.5,237.75,50.12,7.13,Energy-Aware
749,True,190,95,2.0,190,43417.5,231.0,43.53,9.77,Energy-Aware
750,True,128,128,1.0,128,40045.5,337.0,21.63,1.96,Energy-Aware
750,True,192,128,1.5,192,28549.25,320.25,44.13,6.84,Energy-Aware
750,True,256,128,2.0,256,34531.25,310.25,32.42,9.75,Energy-Aware
751,True,98,98,1.0,98,61908.75,295.75,12.51,2.55,Energy-Aware
751,True,147,98,1.5,147,34089.0,282.25,51.83,7.0,Energy-Aware
751,True,196,98,2.0,196,25759.75,275.75,63.6,9.14,Energy-Aware
752,True,109,109,1.0,109,40380.0,237.75,13.09,5.47,Energy-Aware
752,True,164,109,1.5,164,21235.0,231.25,54.3,8.05,Energy-Aware
752,True,218,109,2.0,218,19372.5,226.75,58.3,9.84,Energy-Aware
753,True,110,110,1.0,110,26441.5,363.25,9.09,2.87,Energy-Aware
753,True,165,110,1.5,165,28316.25,350.5,2.64,6.28,Energy-Aware
753,True,220,110,2.0,220,39459.0,335.25,-35.67,10.36,Energy-Aware
754,True,117,117,1.0,117,21234.25,273.75,9.69,4.37,Energy-Aware
754,True,176,117,1.5,176,26614.25,271.75,-13.19,5.07,Energy-Aware
754,True,234,117,2.0,233,25099.25,256.25,-6.74,10.48,Energy-Aware
755,True,111,111,1.0,111,28637.5,356.75,1.12,2.46,Energy-Aware
755,True,167,111,1.5,164,30745.5,352.5,-6.16,3.62,Energy-Aware
755,True,222,111,2.0,222,32821.5,336.5,-13.33,8.0,Energy-Aware
756,True,119,119,1.0,119,77227.75,345.0,3.09,2.2,Energy-Aware
756,True,179,119,1.5,179,73152.25,335.5,8.21,4.89,Energy-Aware
756,True,238,119,2.0,238,32245.5,327.5,59.54,7.16,Energy-Aware
757,True,104,104,1.0,104,59114.0,283.75,23.86,2.58,Energy-Aware
757,True,156,104,1.5,151,51255.0,271.0,33.98,6.95,Energy-Aware
757,True,208,104,2.0,208,34561.0,265.75,55.48,8.76,Energy-Aware
758,True,105,105,1.0,105,53037.5,237.5,18.41,0.94,Energy-Aware
758,True,158,105,1.5,158,45659.25,224.75,29.76,6.26,Energy-Aware
758,True,210,105,2.0,210,33876.5,219.25,47.89,8.55,Energy-Aware
759,True,101,101,1.0,101,49403.5,220.0,8.32,2.65,Energy-Aware
759,True,152,101,1.5,152,25387.5,210.25,52.89,6.97,Energy-Aware
759,True,202,101,2.0,202,18048.75,204.75,66.51,9.4,Energy-Aware
760,True,98,98,1.0,98,122494.75,319.75,1.09,1.16,Energy-Aware
760,True,147,98,1.5,147,36341.75,308.75,70.65,4.56,Energy-Aware
760,True,196,98,2.0,196,24351.5,296.0,80.34,8.5,Energy-Aware
761,True,104,104,1.0,104,108785.75,339.75,7.66,3.82,Energy-Aware
761,True,156,104,1.5,156,28276.75,337.0,76.0,4.6,Energy-Aware
761,True,208,104,2.0,208,29707.5,316.0,74.78,10.54,Energy-Aware
762,True,102,102,1.0,102,18568.5,274.75,12.34,2.92,Energy-Aware
762,True,153,102,1.5,153,17979.0,266.0,15.12,6.01,Energy-Aware
762,True,204,102,2.0,204,21132.0,255.5,0.24,9.72,Energy-Aware
763,True,106,106,1.0,106,17901.25,248.25,3.72,3.5,Energy-Aware
763,True,159,106,1.5,159,21081.0,235.0,-13.38,8.65,Energy-Aware
763,True,212,106,2.0,212,18261.5,227.0,1.79,11.76,Energy-Aware
764,True,97,97,1.0,97,16196.25,236.5,11.15,3.57,Energy-Aware
764,True,146,97,1.5,145,15076.0,223.25,17.3,8.97,Energy-Aware
764,True,194,97,2.0,194,15836.5,218.0,13.13,11.11,Energy-Aware
765,True,97,97,1.0,97,40526.75,281.0,6.21,4.91,Energy-Aware
765,True,146,97,1.5,146,34284.0,270.25,20.66,8.54,Energy-Aware
765,True,194,97,2.0,194,30183.75,261.25,30.15,11.59,Energy-Aware
766,True,99,99,1.0,99,39797.0,289.5,4.27,1.78,Energy-Aware
766,True,149,99,1.5,148,30996.0,280.0,25.44,5.0,Energy-Aware
766,True,198,99,2.0,198,29244.5,272.0,29.66,7.72,Energy-Aware
767,True,87,87,1.0,87,51173.75,326.5,2.79,3.12,Energy-Aware
767,True,131,87,1.5,131,35483.0,314.75,32.59,6.6,Energy-Aware
767,True,174,87,2.0,174,38306.5,306.5,27.23,9.05,Energy-Aware
768,True,79,79,1.0,79,45467.0,272.0,6.45,4.39,Energy-Aware
768,True,119,79,1.5,119,26757.75,263.75,44.94,7.29,Energy-Aware
768,True,158,79,2.0,158,18096.75,255.0,62.77,10.37,Energy-Aware
769,True,105,105,1.0,105,43800.25,307.75,17.22,3.98,Energy-Aware
769,True,158,105,1.5,158,15085.25,300.5,71.49,6.24,Energy-Aware
769,True,210,105,2.0,210,14797.5,288.5,72.03,9.98,Energy-Aware
770,True,102,102,1.0,102,38286.5,282.5,16.34,4.8,Energy-Aware
770,True,153,102,1.5,153,19632.5,272.0,57.1,8.34,Energy-Aware
770,True,204,102,2.0,204,13491.0,263.5,70.52,11.2,Energy-Aware
771,True,100,100,1.0,100,8103.75,228.75,11.3,5.57,Energy-Aware
771,True,150,100,1.5,150,9341.5,216.75,-2.25,10.53,Energy-Aware
771,True,200,100,2.0,200,9957.0,212.75,-8.99,12.18,Energy-Aware
772,True,105,105,1.0,105,12741.25,345.0,7.5,3.5,Energy-Aware
772,True,158,105,1.5,158,14517.5,331.0,-5.4,7.41,Energy-Aware
772,True,210,105,2.0,210,14315.0,322.0,-3.93,9.93,Energy-Aware
773,True,110,110,1.0,110,10728.75,279.5,1.56,0.53,Energy-Aware
773,True,165,110,1.5,165,11406.5,263.5,-4.65,6.23,Energy-Aware
773,True,220,110,2.0,220,10685.25,257.0,1.96,8.54,Energy-Aware
774,True,107,107,1.0,107,21455.75,334.25,13.83,2.48,Energy-Aware
774,True,161,107,1.5,161,24403.0,318.5,1.99,7.08,Energy-Aware
774,True,214,107,2.0,214,22096.25,312.25,11.25,8.9,Energy-Aware
775,True,111,111,1.0,111,11296.5,214.5,31.34,3.92,Energy-Aware
775,True,167,111,1.5,166,15725.75,207.25,4.42,7.17,Energy-Aware
775,True,222,111,2.0,222,14143.75,199.75,14.04,10.53,Energy-Aware
776,True,88,88,1.0,88,14693.5,230.5,13.9,3.76,Energy-Aware
776,True,132,88,1.5,128,11998.25,219.0,29.7,8.56,Energy-Aware
776,True,176,88,2.0,176,15424.75,214.0,9.62,10.65,Energy-Aware
777,True,99,99,1.0,99,32496.0,210.0,27.74,-0.84,Energy-Aware
777,True,149,99,1.5,149,25395.5,197.25,43.53,5.28,Energy-Aware
777,True,198,99,2.0,198,19077.5,195.0,57.58,6.36,Energy-Aware
778,True,112,112,1.0,112,50031.0,256.75,6.11,1.63,Energy-Aware
778,True,168,112,1.5,168,38221.5,245.0,28.27,6.13,Energy-Aware
778,True,224,112,2.0,224,26832.75,236.25,49.65,9.48,Energy-Aware
779,True,98,98,1.0,98,46381.5,230.0,20.36,4.27,Energy-Aware
779,True,147,98,1.5,147,31019.25,221.25,46.73,7.91,Energy-Aware
779,True,196,98,2.0,196,21310.0,216.0,63.41,10.09,Energy-Aware
780,True,106,106,1.0,106,14080.75,190.0,48.73,3.8,Energy-Aware
780,True,159,106,1.5,157,17292.5,178.25,37.03,9.75,Energy-Aware
780,True,212,106,2.0,212,14396.25,174.25,47.58,11.77,Energy-Aware
781,True,95,95,1.0,95,48304.25,279.5,10.85,2.19,Energy-Aware
781,True,143,95,1.5,143,25748.75,267.5,52.48,6.39,Energy-Aware
781,True,190,95,2.0,190,38793.0,260.75,28.4,8.75,Energy-Aware
782,True,91,91,1.0,91,46611.75,306.0,28.37,3.32,Energy-Aware
782,True,137,91,1.5,134,18584.5,297.0,71.44,6.16,Energy-Aware
782,True,182,91,2.0,182,31108.5,284.25,52.19,10.19,Energy-Aware
783,True,94,94,1.0,94,68234.75,273.25,3.92,4.54,Energy-Aware
783,True,141,94,1.5,140,22569.0,271.0,68.22,5.33,Energy-Aware
783,True,188,94,2.0,188,24193.0,255.75,65.94,10.66,Energy-Aware
784,True,105,105,1.0,105,34969.25,202.0,25.02,5.28,Energy-Aware
784,True,158,105,1.5,158,18237.75,190.75,60.89,10.55,Energy-Aware
784,True,210,105,2.0,210,15837.25,185.5,66.04,13.01,Energy-Aware
785,True,91,91,1.0,91,75503.5,259.5,2.21,0.67,Energy-Aware
785,True,137,91,1.5,137,35346.25,244.0,54.22,6.6,Energy-Aware
785,True,182,91,2.0,182,26843.5,239.5,65.23,8.33,Energy-Aware
786,True,93,93,1.0,93,31264.25,230.75,1.57,2.02,Energy-Aware
786,True,140,93,1.5,139,15040.0,221.25,52.65,6.05,Energy-Aware
786,True,186,93,2.0,186,14237.5,213.25,55.18,9.45,Energy-Aware
787,True,112,112,1.0,112,19443.0,244.5,15.58,3.55,Energy-Aware
787,True,168,112,1.5,168,15630.0,230.5,32.13,9.07,Energy-Aware
787,True,224,112,2.0,224,13247.0,224.25,42.48,11.54,Energy-Aware
788,True,93,93,1.0,93,36609.0,299.75,8.82,4.23,Energy-Aware
788,True,140,93,1.5,140,19575.5,287.25,51.25,8.23,Energy-Aware
788,True,186,93,2.0,186,18253.5,279.5,54.54,10.7,Energy-Aware
789,True,105,105,1.0,105,16138.25,233.75,1.53,5.08,Energy-Aware
789,True,158,105,1.5,158,14600.0,223.75,10.92,9.14,Energy-Aware
789,True,210,105,2.0,210,17330.0,217.25,-5.74,11.78,Energy-Aware
790,True,108,108,1.0,108,19311.0,312.5,15.26,4.8,Energy-Aware
790,True,162,108,1.5,162,22817.25,296.75,-0.12,9.6,Energy-Aware
790,True,216,108,2.0,216,19610.0,290.0,13.95,11.65,Energy-Aware
791,True,90,90,1.0,90,16737.0,241.5,15.17,4.92,Energy-Aware
791,True,135,90,1.5,134,15054.75,232.25,23.7,8.56,Energy-Aware
791,True,180,90,2.0,180,17382.5,224.75,11.9,11.52,Energy-Aware
792,True,132,132,1.0,132,31223.75,295.75,6.75,-0.42,Energy-Aware
792,True,198,132,1.5,198,44487.5,278.0,-32.86,5.6,Energy-Aware
792,True,264,132,2.0,264,31814.75,272.0,4.99,7.64,Energy-Aware
793,True,104,104,1.0,104,40392.5,365.75,2.39,2.92,Energy-Aware
793,True,156,104,1.5,156,45146.5,357.25,-9.09,5.18,Energy-Aware
793,True,208,104,2.0,208,39204.0,344.0,5.27,8.69,Energy-Aware
794,True,104,104,1.0,104,24169.5,242.25,9.89,4.44,Energy-Aware
794,True,156,104,1.5,156,23122.25,233.25,13.8,7.99,Energy-Aware
794,True,208,104,2.0,208,20678.0,228.0,22.91,10.06,Energy-Aware
795,True,105,105,1.0,105,70782.25,252.25,9.07,3.35,Energy-Aware
795,True,158,105,1.5,158,43885.5,243.0,43.62,6.9,Energy-Aware
795,True,210,105,2.0,210,41482.75,233.5,46.71,10.54,Energy-Aware
796,True,94,94,1.0,94,53505.5,195.75,15.34,4.63,Energy-Aware
796,True,141,94,1.5,141,35298.25,186.25,44.15,9.26,Energy-Aware
796,True,188,94,2.0,188,29979.75,181.75,52.57,11.45,Energy-Aware
797,True,97,97,1.0,97,80127.25,320.5,3.3,5.39,Energy-Aware
797,True,146,97,1.5,140,49755.0,308.0,39.96,9.08,Energy-Aware
797,True,194,97,2.0,194,41159.25,305.0,50.33,9.96,Energy-Aware
798,True,109,109,1.0,109,65953.5,332.75,27.82,1.19,Energy-Aware
798,True,164,109,1.5,160,70805.25,320.25,22.51,4.9,Energy-Aware
798,True,218,109,2.0,218,60414.5,307.5,33.89,8.69,Energy-Aware
799,True,112,112,1.0,112,71496.25,324.25,4.52,1.59,Energy-Aware
799,True,168,112,1.5,158,67862.0,312.25,9.37,5.24,Energy-Aware
799,True,224,112,2.0,224,51168.25,301.5,31.66,8.5,Energy-Aware
800,True,95,95,1.0,95,76200.75,286.75,7.04,1.88,Energy-Aware
800,True,143,95,1.5,143,60967.5,276.0,25.63,5.56,Energy-Aware
800,True,190,95,2.0,190,65463.0,267.0,20.14,8.64,Energy-Aware
801,True,107,107,1.0,107,100582.0,294.0,16.54,3.37,Energy-Aware
