Instance,IsCarbonAware,MaxMakeSpan,MinMakeSpan,SlackCoeff,Makespan,CarbonConsumption(g),EnergyConsumption(kWh),CarbonSavings(%),EnergySavings(%),Group
1021,True,102,102,1.0,102,14466.25,230.5,17.17,-1.21,Carbon-Aware
1021,True,153,102,1.5,149,9320.25,224.75,46.63,1.32,Carbon-Aware
1021,True,204,102,2.0,204,9543.5,228.75,45.35,-0.44,Carbon-Aware
1022,True,92,92,1.0,92,20862.0,246.75,11.2,1.0,Carbon-Aware
1022,True,138,92,1.5,138,10567.25,246.5,55.02,1.1,Carbon-Aware
1022,True,184,92,2.0,149,10673.5,251.0,54.57,-0.7,Carbon-Aware
1023,True,112,112,1.0,112,28740.75,296.5,18.25,2.06,Carbon-Aware
1023,True,168,112,1.5,162,21959.25,295.25,37.54,2.48,Carbon-Aware
1023,True,224,112,2.0,224,16585.0,295.75,52.82,2.31,Carbon-Aware
1024,True,86,86,1.0,86,40071.75,296.75,11.04,0.59,Carbon-Aware
1024,True,129,86,1.5,129,19361.5,294.25,57.01,1.42,Carbon-Aware
1024,True,172,86,2.0,152,20999.0,290.75,53.38,2.6,Carbon-Aware
1025,True,107,107,1.0,107,40066.5,267.5,3.71,2.1,Carbon-Aware
1025,True,161,107,1.5,142,22219.5,261.0,46.6,4.48,Carbon-Aware
1025,True,214,107,2.0,214,16985.5,266.75,59.18,2.38,Carbon-Aware
1026,True,113,113,1.0,113,74911.25,356.0,2.75,0.77,Carbon-Aware
1026,True,170,113,1.5,170,47869.25,345.75,37.85,3.62,Carbon-Aware
1026,True,226,113,2.0,226,24363.75,353.0,68.37,1.6,Carbon-Aware
1027,True,110,110,1.0,110,56904.0,305.75,14.45,1.37,Carbon-Aware
1027,True,165,110,1.5,165,33520.5,293.75,49.6,5.24,Carbon-Aware
1027,True,220,110,2.0,220,17529.5,305.75,73.65,1.37,Carbon-Aware
1028,True,99,99,1.0,99,52767.5,244.0,14.77,2.79,Carbon-Aware
1028,True,149,99,1.5,146,22178.0,243.25,64.18,3.09,Carbon-Aware
1028,True,198,99,2.0,198,15887.75,252.0,74.34,-0.4,Carbon-Aware
1029,True,107,107,1.0,107,45041.25,281.0,19.48,1.4,Carbon-Aware
1029,True,161,107,1.5,160,18563.75,274.0,66.81,3.86,Carbon-Aware
1029,True,214,107,2.0,214,16067.25,276.75,71.28,2.89,Carbon-Aware
1030,True,102,102,1.0,102,49704.25,254.5,8.84,2.77,Carbon-Aware
1030,True,153,102,1.5,149,16981.75,254.25,68.86,2.87,Carbon-Aware
1030,True,204,102,2.0,204,15363.25,258.75,71.82,1.15,Carbon-Aware
1031,True,116,116,1.0,116,36327.5,264.25,16.4,4.95,Carbon-Aware
1031,True,174,116,1.5,174,17914.75,262.75,58.77,5.49,Carbon-Aware
1031,True,232,116,2.0,228,14981.5,268.0,65.52,3.6,Carbon-Aware
1032,True,109,109,1.0,109,24583.0,225.75,29.97,-0.44,Carbon-Aware
1032,True,164,109,1.5,141,15402.75,223.0,56.12,0.78,Carbon-Aware
1032,True,218,109,2.0,218,12212.5,218.75,65.21,2.67,Carbon-Aware
1033,True,92,92,1.0,92,39938.0,250.0,13.65,1.86,Carbon-Aware
1033,True,138,92,1.5,132,15692.25,248.0,66.07,2.65,Carbon-Aware
1033,True,184,92,2.0,139,14735.25,245.5,68.14,3.63,Carbon-Aware
1034,True,78,78,1.0,78,56816.5,310.25,1.43,1.66,Carbon-Aware
1034,True,117,78,1.5,117,28030.0,311.75,51.37,1.19,Carbon-Aware
1034,True,156,78,2.0,152,20491.75,310.25,64.45,1.66,Carbon-Aware
1035,True,104,104,1.0,104,62390.0,341.0,18.79,2.43,Carbon-Aware
1035,True,156,104,1.5,148,25329.5,335.25,67.03,4.08,Carbon-Aware
1035,True,208,104,2.0,208,22596.75,330.75,70.59,5.36,Carbon-Aware
1036,True,87,87,1.0,87,56963.25,257.0,22.52,3.29,Carbon-Aware
1036,True,131,87,1.5,131,16484.0,256.25,77.58,3.57,Carbon-Aware
1036,True,174,87,2.0,168,17899.5,256.5,75.65,3.48,Carbon-Aware
1037,True,107,107,1.0,107,54264.75,286.25,9.94,2.55,Carbon-Aware
1037,True,161,107,1.5,161,19553.0,280.0,67.55,4.68,Carbon-Aware
1037,True,214,107,2.0,214,16199.0,281.75,73.12,4.09,Carbon-Aware
1038,True,105,105,1.0,105,60838.25,370.25,19.22,2.69,Carbon-Aware
1038,True,158,105,1.5,158,31271.0,366.5,58.48,3.68,Carbon-Aware
1038,True,210,105,2.0,210,24500.25,363.25,67.47,4.53,Carbon-Aware
1039,True,100,100,1.0,100,34417.0,233.0,31.1,4.41,Carbon-Aware
1039,True,150,100,1.5,150,16209.0,235.75,67.55,3.28,Carbon-Aware
1039,True,200,100,2.0,200,13695.75,235.25,72.58,3.49,Carbon-Aware
1040,True,116,116,1.0,116,44810.25,351.0,30.65,0.64,Carbon-Aware
1040,True,174,116,1.5,174,29993.75,346.75,53.58,1.84,Carbon-Aware
1040,True,232,116,2.0,219,22269.75,348.25,65.54,1.42,Carbon-Aware
1041,True,77,77,1.0,77,51616.0,257.75,3.14,1.25,Carbon-Aware
1041,True,116,77,1.5,116,19357.25,252.25,63.68,3.35,Carbon-Aware
1041,True,154,77,2.0,132,17153.0,255.0,67.81,2.3,Carbon-Aware
1042,True,101,101,1.0,101,32446.0,258.5,25.99,4.17,Carbon-Aware
1042,True,152,101,1.5,131,19163.25,256.5,56.29,4.91,Carbon-Aware
1042,True,202,101,2.0,202,17129.75,253.75,60.93,5.93,Carbon-Aware
1043,True,93,93,1.0,93,25826.5,206.75,33.89,3.05,Carbon-Aware
1043,True,140,93,1.5,129,12474.0,208.25,68.07,2.34,Carbon-Aware
1043,True,186,93,2.0,186,12394.0,201.0,68.28,5.74,Carbon-Aware
1044,True,117,117,1.0,117,20877.25,227.75,46.69,1.41,Carbon-Aware
1044,True,176,117,1.5,176,20619.75,227.75,47.35,1.41,Carbon-Aware
1044,True,234,117,2.0,232,16972.25,233.5,56.66,-1.08,Carbon-Aware
1045,True,96,96,1.0,96,27775.0,214.25,21.51,2.94,Carbon-Aware
1045,True,144,96,1.5,144,22606.25,211.75,36.12,4.08,Carbon-Aware
1045,True,192,96,2.0,192,18786.25,218.25,46.91,1.13,Carbon-Aware
1046,True,109,109,1.0,109,34610.75,285.0,11.14,2.56,Carbon-Aware
1046,True,164,109,1.5,164,32133.5,285.5,17.5,2.39,Carbon-Aware
1046,True,218,109,2.0,218,25035.5,278.5,35.72,4.79,Carbon-Aware
1047,True,118,118,1.0,118,33797.0,294.75,11.25,0.0,Carbon-Aware
1047,True,177,118,1.5,177,21221.0,299.25,44.27,-1.53,Carbon-Aware
1047,True,236,118,2.0,236,13094.5,295.0,65.61,-0.08,Carbon-Aware
1048,True,106,106,1.0,106,29793.25,233.75,21.83,1.68,Carbon-Aware
1048,True,159,106,1.5,159,20746.0,232.25,45.57,2.31,Carbon-Aware
1048,True,212,106,2.0,212,10913.5,234.0,71.37,1.58,Carbon-Aware
1049,True,119,119,1.0,119,40510.0,341.5,28.51,0.51,Carbon-Aware
1049,True,179,119,1.5,179,25742.75,336.75,54.57,1.89,Carbon-Aware
1049,True,238,119,2.0,238,15538.0,342.0,72.58,0.36,Carbon-Aware
1050,True,113,113,1.0,113,16434.0,307.25,22.88,0.41,Carbon-Aware
1050,True,170,113,1.5,170,11745.5,311.0,44.88,-0.81,Carbon-Aware
1050,True,226,113,2.0,224,11354.75,301.75,46.71,2.19,Carbon-Aware
1051,True,99,99,1.0,99,22076.0,316.75,32.92,1.25,Carbon-Aware
1051,True,149,99,1.5,149,13987.25,307.0,57.5,4.29,Carbon-Aware
1051,True,198,99,2.0,194,11576.5,309.0,64.82,3.66,Carbon-Aware
1052,True,104,104,1.0,104,10025.75,214.5,53.46,-0.94,Carbon-Aware
1052,True,156,104,1.5,156,7852.0,213.75,63.55,-0.59,Carbon-Aware
1052,True,208,104,2.0,204,7759.0,191.5,63.98,9.88,Carbon-Aware
1053,True,97,97,1.0,97,9980.25,220.75,11.75,4.64,Carbon-Aware
1053,True,146,97,1.5,139,8850.25,216.25,21.74,6.59,Carbon-Aware
1053,True,194,97,2.0,136,8994.5,215.75,20.47,6.8,Carbon-Aware
1054,True,123,123,1.0,123,15811.5,352.25,13.86,1.19,Carbon-Aware
1054,True,185,123,1.5,136,16163.5,355.5,11.94,0.28,Carbon-Aware
1054,True,246,123,2.0,136,16304.5,354.5,11.17,0.56,Carbon-Aware
1055,True,118,118,1.0,118,16744.5,319.5,2.62,1.46,Carbon-Aware
1055,True,177,118,1.5,149,15900.25,315.25,7.53,2.78,Carbon-Aware
1055,True,236,118,2.0,224,15874.5,309.75,7.68,4.47,Carbon-Aware
1056,True,106,106,1.0,106,19499.0,209.5,4.51,0.59,Carbon-Aware
1056,True,159,106,1.5,131,17225.0,202.5,15.65,3.91,Carbon-Aware
1056,True,212,106,2.0,212,12732.75,210.0,37.65,0.36,Carbon-Aware
1057,True,92,92,1.0,92,30118.5,305.0,10.48,3.4,Carbon-Aware
1057,True,138,92,1.5,124,23943.25,298.25,28.84,5.54,Carbon-Aware
1057,True,184,92,2.0,125,23655.5,299.25,29.69,5.23,Carbon-Aware
1058,True,98,98,1.0,98,26950.0,289.75,6.61,3.58,Carbon-Aware
1058,True,147,98,1.5,129,22167.25,288.0,23.19,4.16,Carbon-Aware
1058,True,196,98,2.0,196,20931.5,293.5,27.47,2.33,Carbon-Aware
1059,True,113,113,1.0,113,52047.0,269.25,18.55,2.71,Carbon-Aware
1059,True,170,113,1.5,170,12740.25,275.25,80.06,0.54,Carbon-Aware
1059,True,226,113,2.0,226,11530.25,266.25,81.96,3.79,Carbon-Aware
1060,True,105,105,1.0,105,74480.75,257.25,6.84,2.09,Carbon-Aware
1060,True,158,105,1.5,158,12492.5,257.5,84.37,2.0,Carbon-Aware
1060,True,210,105,2.0,208,11013.0,258.0,86.22,1.81,Carbon-Aware
1061,True,100,100,1.0,100,60929.5,250.0,21.21,0.5,Carbon-Aware
1061,True,150,100,1.5,149,11676.0,249.75,84.9,0.6,Carbon-Aware
1061,True,200,100,2.0,194,10393.25,244.75,86.56,2.59,Carbon-Aware
1062,True,108,108,1.0,108,14281.5,300.25,16.77,-0.5,Carbon-Aware
1062,True,162,108,1.5,141,13774.0,292.5,19.73,2.09,Carbon-Aware
1062,True,216,108,2.0,216,12957.25,291.0,24.49,2.59,Carbon-Aware
1063,True,93,93,1.0,93,11087.5,248.0,25.64,6.33,Carbon-Aware
1063,True,140,93,1.5,140,10794.75,243.5,27.61,8.03,Carbon-Aware
1063,True,186,93,2.0,139,10469.0,252.5,29.79,4.63,Carbon-Aware
1064,True,90,90,1.0,90,15499.75,325.25,16.39,0.46,Carbon-Aware
1064,True,135,90,1.5,135,14762.75,317.75,20.37,2.75,Carbon-Aware
1064,True,180,90,2.0,150,14620.5,320.5,21.14,1.91,Carbon-Aware
1065,True,113,113,1.0,113,30446.25,325.75,44.91,-0.15,Carbon-Aware
1065,True,170,113,1.5,164,15492.0,329.5,71.97,-1.31,Carbon-Aware
1065,True,226,113,2.0,226,15048.5,327.25,72.77,-0.61,Carbon-Aware
1066,True,93,93,1.0,93,62536.25,366.25,5.32,1.48,Carbon-Aware
1066,True,140,93,1.5,140,19333.25,367.5,70.73,1.14,Carbon-Aware
1066,True,186,93,2.0,157,17171.5,361.5,74.0,2.76,Carbon-Aware
1067,True,106,106,1.0,106,39051.0,291.0,30.49,1.1,Carbon-Aware
1067,True,159,106,1.5,156,13331.75,294.0,76.27,0.08,Carbon-Aware
1067,True,212,106,2.0,212,13531.25,283.5,75.91,3.65,Carbon-Aware
1068,True,105,105,1.0,105,17916.5,248.5,31.92,4.15,Carbon-Aware
1068,True,158,105,1.5,156,12509.25,243.75,52.47,5.98,Carbon-Aware
1068,True,210,105,2.0,210,11995.0,241.25,54.42,6.94,Carbon-Aware
1069,True,110,110,1.0,110,25939.25,310.25,11.59,2.13,Carbon-Aware
1069,True,165,110,1.5,156,17008.25,295.75,42.03,6.7,Carbon-Aware
1069,True,220,110,2.0,212,15129.0,298.25,48.44,5.91,Carbon-Aware
1070,True,119,119,1.0,119,30492.5,373.25,7.6,0.47,Carbon-Aware
1070,True,179,119,1.5,179,23785.75,364.75,27.92,2.73,Carbon-Aware
1070,True,238,119,2.0,225,21294.0,360.75,35.47,3.8,Carbon-Aware
1071,True,111,111,1.0,111,27655.0,282.0,9.6,1.91,Carbon-Aware
1071,True,167,111,1.5,167,21428.5,280.25,29.95,2.52,Carbon-Aware
1071,True,222,111,2.0,220,14924.0,280.0,51.21,2.61,Carbon-Aware
1072,True,124,124,1.0,124,26745.0,337.75,26.93,-2.66,Carbon-Aware
1072,True,186,124,1.5,186,24025.0,323.0,34.37,1.82,Carbon-Aware
1072,True,248,124,2.0,248,17758.0,326.25,51.49,0.84,Carbon-Aware
1073,True,102,102,1.0,102,20972.25,253.0,36.46,1.75,Carbon-Aware
1073,True,153,102,1.5,122,15503.0,255.25,53.03,0.87,Carbon-Aware
1073,True,204,102,2.0,204,14064.75,252.5,57.39,1.94,Carbon-Aware
1074,True,98,98,1.0,98,26142.0,269.75,25.78,-1.31,Carbon-Aware
1074,True,147,98,1.5,132,14736.25,265.25,58.16,0.38,Carbon-Aware
1074,True,196,98,2.0,184,11935.25,262.75,66.11,1.31,Carbon-Aware
1075,True,90,90,1.0,90,45792.25,311.5,20.32,2.73,Carbon-Aware
1075,True,135,90,1.5,128,18091.5,311.25,68.52,2.81,Carbon-Aware
1075,True,180,90,2.0,180,14928.25,305.25,74.02,4.68,Carbon-Aware
1076,True,74,74,1.0,74,30977.0,201.0,34.26,3.71,Carbon-Aware
1076,True,111,74,1.5,111,11896.75,199.75,74.75,4.31,Carbon-Aware
1076,True,148,74,2.0,124,10444.75,201.75,77.83,3.35,Carbon-Aware
1077,True,96,96,1.0,96,13965.75,232.0,39.73,5.21,Carbon-Aware
1077,True,144,96,1.5,144,8510.25,232.0,63.27,5.21,Carbon-Aware
1077,True,192,96,2.0,169,7851.25,225.5,66.12,7.87,Carbon-Aware
1078,True,69,69,1.0,69,30122.0,250.5,4.34,0.99,Carbon-Aware
1078,True,104,69,1.5,104,12061.0,246.0,61.7,2.77,Carbon-Aware
1078,True,138,69,2.0,138,9560.0,247.5,69.64,2.17,Carbon-Aware
1079,True,90,90,1.0,90,8887.5,184.0,51.98,0.67,Carbon-Aware
1079,True,135,90,1.5,135,7087.5,185.75,61.71,-0.27,Carbon-Aware
1079,True,180,90,2.0,172,6187.0,178.5,66.57,3.64,Carbon-Aware
0,True,105,105,1.0,105,26052.25,233.0,19.17,8.9,Energy-Aware
0,True,158,105,1.5,154,25087.5,224.75,22.16,12.12,Energy-Aware
0,True,210,105,2.0,210,24233.75,219.75,24.81,14.08,Energy-Aware
1,True,102,102,1.0,102,35915.25,286.25,4.16,4.1,Energy-Aware
1,True,153,102,1.5,153,27345.5,280.0,27.03,6.2,Energy-Aware
1,True,204,102,2.0,204,33930.75,271.25,9.46,9.13,Energy-Aware
2,True,104,104,1.0,104,35137.0,291.75,4.35,2.91,Energy-Aware
2,True,156,104,1.5,154,26815.5,280.0,27.0,6.82,Energy-Aware
2,True,208,104,2.0,208,36312.75,270.0,1.15,10.15,Energy-Aware
3,True,95,95,1.0,95,40368.5,211.25,13.26,7.55,Energy-Aware
3,True,143,95,1.5,143,29332.25,200.75,36.98,12.14,Energy-Aware
3,True,190,95,2.0,190,19869.75,196.25,57.31,14.11,Energy-Aware
4,True,70,70,1.0,70,37238.0,234.75,0.88,3.2,Energy-Aware
4,True,105,70,1.5,105,39609.5,222.25,-5.43,8.35,Energy-Aware
4,True,140,70,2.0,140,33310.25,216.75,11.33,10.62,Energy-Aware
5,True,108,108,1.0,108,36913.75,226.75,12.53,8.2,Energy-Aware
5,True,162,108,1.5,162,28353.5,211.5,32.82,14.37,Energy-Aware
5,True,216,108,2.0,216,15748.25,206.5,62.68,16.4,Energy-Aware
6,True,117,117,1.0,117,17608.0,313.5,15.13,2.18,Energy-Aware
6,True,176,117,1.5,176,22099.75,301.75,-6.52,5.85,Energy-Aware
6,True,234,117,2.0,234,20100.0,292.5,3.12,8.74,Energy-Aware
7,True,117,117,1.0,117,20171.5,298.0,10.65,4.56,Energy-Aware
7,True,176,117,1.5,176,18428.75,286.5,18.37,8.25,Energy-Aware
7,True,234,117,2.0,232,18010.5,279.5,20.23,10.49,Energy-Aware
8,True,108,108,1.0,108,14935.5,253.25,40.8,7.15,Energy-Aware
8,True,162,108,1.5,162,16763.0,240.5,33.56,11.82,Energy-Aware
8,True,216,108,2.0,216,15406.75,236.25,38.93,13.38,Energy-Aware
9,True,100,100,1.0,100,23159.0,271.0,10.84,3.47,Energy-Aware
9,True,150,100,1.5,150,21447.75,260.5,17.42,7.21,Energy-Aware
9,True,200,100,2.0,200,23166.5,253.0,10.81,9.88,Energy-Aware
10,True,111,111,1.0,111,22964.5,311.75,15.75,3.33,Energy-Aware
10,True,167,111,1.5,167,25075.0,298.25,8.0,7.52,Energy-Aware
10,True,222,111,2.0,222,28938.5,291.25,-6.17,9.69,Energy-Aware
11,True,106,106,1.0,106,32369.75,376.75,2.85,1.44,Energy-Aware
11,True,159,106,1.5,159,32233.0,362.5,3.26,5.17,Energy-Aware
11,True,212,106,2.0,212,32486.25,355.5,2.5,7.0,Energy-Aware
12,True,117,117,1.0,117,50791.5,298.25,5.96,2.45,Energy-Aware
12,True,176,117,1.5,174,46920.75,289.25,13.13,5.4,Energy-Aware
12,True,234,117,2.0,234,34468.0,281.25,36.18,8.01,Energy-Aware
13,True,112,112,1.0,112,65999.5,366.0,4.09,2.27,Energy-Aware
13,True,168,112,1.5,167,58376.75,352.5,15.16,5.87,Energy-Aware
13,True,224,112,2.0,224,52118.5,342.5,24.26,8.54,Energy-Aware
14,True,101,101,1.0,101,49955.25,312.25,6.95,4.66,Energy-Aware
14,True,152,101,1.5,152,45900.0,300.0,14.5,8.4,Energy-Aware
14,True,202,101,2.0,202,42296.0,293.25,21.21,10.46,Energy-Aware
15,True,106,106,1.0,106,59118.0,300.25,13.38,5.13,Energy-Aware
15,True,159,106,1.5,156,34515.0,291.0,49.43,8.06,Energy-Aware
15,True,212,106,2.0,212,38941.75,279.5,42.94,11.69,Energy-Aware
16,True,102,102,1.0,102,52075.5,265.0,23.15,3.11,Energy-Aware
16,True,153,102,1.5,152,35208.5,244.75,48.04,10.51,Energy-Aware
16,True,204,102,2.0,204,30029.25,240.0,55.69,12.25,Energy-Aware
17,True,123,123,1.0,123,56583.5,351.75,21.19,2.22,Energy-Aware
17,True,185,123,1.5,185,50719.75,339.5,29.36,5.63,Energy-Aware
17,True,246,123,2.0,246,39106.0,325.5,45.54,9.52,Energy-Aware
18,True,105,105,1.0,105,49362.25,292.0,16.51,3.55,Energy-Aware
18,True,158,105,1.5,158,33877.0,281.5,42.7,7.02,Energy-Aware
18,True,210,105,2.0,210,29853.5,272.25,49.51,10.07,Energy-Aware
19,True,100,100,1.0,100,38464.5,226.25,13.67,6.8,Energy-Aware
19,True,150,100,1.5,150,20466.0,220.5,54.07,9.17,Energy-Aware
19,True,200,100,2.0,200,21520.0,217.25,51.7,10.5,Energy-Aware
20,True,102,102,1.0,102,55433.75,341.25,5.15,2.29,Energy-Aware
20,True,153,102,1.5,153,31734.0,333.0,45.7,4.65,Energy-Aware
20,True,204,102,2.0,204,28045.25,321.0,52.01,8.09,Energy-Aware
21,True,99,99,1.0,99,60314.75,251.5,5.83,4.46,Energy-Aware
21,True,149,99,1.5,149,33944.0,241.75,47.0,8.17,Energy-Aware
21,True,198,99,2.0,198,28604.25,235.25,55.34,10.64,Energy-Aware
22,True,111,111,1.0,111,45354.25,249.75,8.19,3.94,Energy-Aware
22,True,167,111,1.5,167,44064.75,236.75,10.81,8.94,Energy-Aware
22,True,222,111,2.0,222,26601.5,231.0,46.15,11.15,Energy-Aware
23,True,86,86,1.0,86,72385.75,314.75,4.04,3.52,Energy-Aware
23,True,129,86,1.5,129,30612.5,306.5,59.42,6.05,Energy-Aware
23,True,172,86,2.0,171,42689.25,294.0,43.41,9.89,Energy-Aware
24,True,105,105,1.0,105,46819.25,266.75,31.98,6.73,Energy-Aware
24,True,158,105,1.5,158,30280.5,253.5,56.01,11.36,Energy-Aware
24,True,210,105,2.0,210,24732.0,248.0,64.07,13.29,Energy-Aware
25,True,98,98,1.0,98,69165.0,262.75,19.64,4.45,Energy-Aware
25,True,147,98,1.5,147,38627.0,250.75,55.12,8.82,Energy-Aware
25,True,196,98,2.0,196,31241.5,245.5,63.7,10.73,Energy-Aware
26,True,105,105,1.0,105,63350.0,239.25,9.42,4.87,Energy-Aware
26,True,158,105,1.5,158,38578.5,223.5,44.84,11.13,Energy-Aware
26,True,210,105,2.0,210,24698.0,218.25,64.69,13.22,Energy-Aware
27,True,100,100,1.0,100,22039.0,201.25,2.04,3.25,Energy-Aware
27,True,150,100,1.5,150,18062.0,189.0,19.71,9.13,Energy-Aware
27,True,200,100,2.0,200,17162.0,185.0,23.72,11.06,Energy-Aware
28,True,117,117,1.0,117,35511.75,353.0,15.51,1.53,Energy-Aware
28,True,176,117,1.5,176,34956.5,338.0,16.83,5.72,Energy-Aware
28,True,234,117,2.0,234,32704.0,330.25,22.19,7.88,Energy-Aware
29,True,83,83,1.0,83,40282.0,252.5,4.1,3.16,Energy-Aware
29,True,125,83,1.5,125,24270.0,238.0,42.22,8.72,Energy-Aware
29,True,166,83,2.0,166,25555.75,233.75,39.16,10.35,Energy-Aware
30,True,94,94,1.0,94,26857.75,233.25,21.69,7.16,Energy-Aware
30,True,141,94,1.5,141,28937.25,226.25,15.63,9.95,Energy-Aware
30,True,188,94,2.0,188,24839.5,221.5,27.58,11.84,Energy-Aware
31,True,89,89,1.0,89,46806.75,308.75,2.89,0.96,Energy-Aware
31,True,134,89,1.5,134,34044.0,296.25,29.37,4.97,Energy-Aware
31,True,178,89,2.0,174,34894.5,290.5,27.6,6.82,Energy-Aware
32,True,110,110,1.0,110,42260.25,287.75,-1.4,0.86,Energy-Aware
32,True,165,110,1.5,165,32941.25,275.5,20.96,5.08,Energy-Aware
32,True,220,110,2.0,220,28770.5,261.75,30.96,9.82,Energy-Aware
33,True,106,106,1.0,106,39907.25,295.25,19.49,3.59,Energy-Aware
33,True,159,106,1.5,159,24448.25,284.5,50.68,7.1,Energy-Aware
33,True,212,106,2.0,212,15270.5,278.0,69.19,9.22,Energy-Aware
34,True,103,103,1.0,103,28022.25,201.5,13.52,5.29,Energy-Aware
34,True,155,103,1.5,155,11528.25,196.0,64.42,7.87,Energy-Aware
34,True,206,103,2.0,206,10386.0,191.5,67.95,9.99,Energy-Aware
35,True,118,118,1.0,118,30536.5,280.0,35.02,4.27,Energy-Aware
35,True,177,118,1.5,177,18752.0,272.0,60.1,7.01,Energy-Aware
35,True,236,118,2.0,236,15439.5,267.5,67.15,8.55,Energy-Aware
36,True,98,98,1.0,98,8624.25,213.75,4.39,2.62,Energy-Aware
36,True,147,98,1.5,147,8888.5,200.5,1.46,8.66,Energy-Aware
36,True,196,98,2.0,196,7861.0,196.25,12.85,10.59,Energy-Aware
37,True,99,99,1.0,99,8868.75,233.5,3.36,3.21,Energy-Aware
37,True,149,99,1.5,149,9902.0,222.25,-7.9,7.88,Energy-Aware
37,True,198,99,2.0,197,8569.25,217.0,6.62,10.05,Energy-Aware
38,True,98,98,1.0,98,9938.25,264.75,5.99,4.77,Energy-Aware
38,True,147,98,1.5,147,10712.0,251.0,-1.32,9.71,Energy-Aware
38,True,196,98,2.0,196,10285.5,246.0,2.71,11.51,Energy-Aware
39,True,93,93,1.0,93,14780.5,291.75,10.11,0.77,Energy-Aware
39,True,140,93,1.5,139,17840.25,278.5,-8.49,5.27,Energy-Aware
39,True,186,93,2.0,186,24312.25,273.5,-47.85,6.97,Energy-Aware
40,True,118,118,1.0,118,20675.75,360.5,6.68,2.57,Energy-Aware
40,True,177,118,1.5,174,33420.75,346.5,-50.84,6.35,Energy-Aware
40,True,236,118,2.0,236,27250.0,334.5,-22.99,9.59,Energy-Aware
41,True,102,102,1.0,102,14157.5,269.25,12.72,4.18,Energy-Aware
41,True,153,102,1.5,151,19173.75,260.25,-18.2,7.38,Energy-Aware
41,True,204,102,2.0,204,18461.0,254.75,-13.81,9.34,Energy-Aware
42,True,128,128,1.0,128,66095.0,362.0,23.68,-0.14,Energy-Aware
42,True,192,128,1.5,192,55334.5,345.0,36.11,4.56,Energy-Aware
42,True,256,128,2.0,256,41395.0,335.0,52.2,7.33,Energy-Aware
43,True,94,94,1.0,94,65961.75,235.25,4.48,3.59,Energy-Aware
43,True,141,94,1.5,141,46788.5,223.25,32.24,8.5,Energy-Aware
43,True,188,94,2.0,188,28149.0,220.75,59.24,9.53,Energy-Aware
44,True,96,96,1.0,96,80503.5,324.5,-1.09,1.89,Energy-Aware
44,True,144,96,1.5,144,45764.5,310.25,42.53,6.2,Energy-Aware
44,True,192,96,2.0,192,45310.5,302.5,43.1,8.54,Energy-Aware
45,True,111,111,1.0,111,29875.25,251.0,13.29,2.24,Energy-Aware
45,True,167,111,1.5,167,25510.0,237.25,25.96,7.59,Energy-Aware
45,True,222,111,2.0,222,22608.0,230.75,34.38,10.13,Energy-Aware
46,True,100,100,1.0,100,63350.25,374.25,0.07,4.22,Energy-Aware
46,True,150,100,1.5,150,36304.75,365.75,42.73,6.4,Energy-Aware
46,True,200,100,2.0,200,37749.0,356.75,40.46,8.7,Energy-Aware
47,True,109,109,1.0,109,32757.0,255.75,29.56,3.94,Energy-Aware
47,True,164,109,1.5,164,24852.0,245.75,46.56,7.7,Energy-Aware
47,True,218,109,2.0,218,24054.75,239.25,48.27,10.14,Energy-Aware
48,True,107,107,1.0,107,27972.75,224.0,11.48,5.68,Energy-Aware
48,True,161,107,1.5,156,22956.5,215.0,27.36,9.47,Energy-Aware
48,True,214,107,2.0,214,20677.25,209.5,34.57,11.79,Energy-Aware
49,True,114,114,1.0,114,26908.75,271.5,20.58,4.9,Energy-Aware
49,True,171,114,1.5,171,29027.25,257.75,14.33,9.72,Energy-Aware
49,True,228,114,2.0,224,22007.0,253.0,35.05,11.38,Energy-Aware
50,True,93,93,1.0,93,45826.75,298.25,7.28,3.71,Energy-Aware
50,True,140,93,1.5,140,27273.5,284.75,44.82,8.07,Energy-Aware
50,True,186,93,2.0,186,27982.0,279.0,43.38,9.93,Energy-Aware
51,True,98,98,1.0,98,42528.0,288.75,14.89,1.79,Energy-Aware
51,True,147,98,1.5,147,31625.75,269.75,36.71,8.25,Energy-Aware
51,True,196,98,2.0,196,26664.75,262.0,46.64,10.88,Energy-Aware
52,True,104,104,1.0,104,63256.75,352.25,-4.88,2.15,Energy-Aware
52,True,156,104,1.5,156,46721.5,339.5,22.53,5.69,Energy-Aware
52,True,208,104,2.0,208,35057.0,328.0,41.87,8.89,Energy-Aware
53,True,119,119,1.0,119,44443.75,355.0,17.35,0.49,Energy-Aware
53,True,179,119,1.5,179,44722.5,337.5,16.83,5.4,Energy-Aware
53,True,238,119,2.0,238,33492.0,328.75,37.72,7.85,Energy-Aware
54,True,99,99,1.0,99,19131.5,240.5,58.24,3.61,Energy-Aware
54,True,149,99,1.5,149,17329.0,225.5,62.18,9.62,Energy-Aware
54,True,198,99,2.0,198,19280.0,220.25,57.92,11.72,Energy-Aware
55,True,105,105,1.0,105,22137.25,258.75,33.98,2.45,Energy-Aware
55,True,158,105,1.5,158,22015.25,241.75,34.34,8.86,Energy-Aware
55,True,210,105,2.0,210,20502.0,234.5,38.86,11.59,Energy-Aware
56,True,121,121,1.0,121,20901.75,214.0,19.85,3.17,Energy-Aware
